HGNC_symbol	ENSTranscript
INSRR	ENST00000368195
ITPK1	ENST00000556603
KCNK2	ENST00000444842
KIR2DL1	ENST00000336077
KIR2DL2	ENST00000344867
TM4SF1	ENST00000305366
NDUFA8	ENST00000373768
NFYC	ENST00000447388
PGA5	ENST00000312403
PPP2R1A	ENST00000322088
SLC5A4	ENST00000266086
SLC6A7	ENST00000230671
SLC6A11	ENST00000254488
SRP68	ENST00000307877
VAMP1	ENST00000396308
VAMP2	ENST00000316509
UBTF	ENST00000436088
HSD17B8	ENST00000374662
UBL4A	ENST00000369660
GNPAT	ENST00000366647
ADAM18	ENST00000265707
KSR1	ENST00000398988
EIF2B2	ENST00000266126
LIMD1	ENST00000273317
HACD1	ENST00000361271
ADAMTS3	ENST00000286657
ADAMTS2	ENST00000251582
RNF7	ENST00000273480
CELSR1	ENST00000262738
RAPGEF2	ENST00000264431
RBX1	ENST00000216225
SLC25A13	ENST00000416240
SLC25A15	ENST00000338625
TENM1	ENST00000371130
TMEM5	ENST00000261234
CNPY2	ENST00000273308
B3GNT3	ENST00000318683
CLEC4M	ENST00000327325
SYCP2	ENST00000371001
PFDN6	ENST00000374607
P3H3	ENST00000251761
HCST	ENST00000437550
C11orf58	ENST00000422258
MAPRE2	ENST00000300249
SLC7A9	ENST00000023064
IL1RAPL1	ENST00000378993
ADAMTS7	ENST00000388820
MGAT4B	ENST00000292591
RBPJL	ENST00000343694
HSPA4L	ENST00000296464
OLFM1	ENST00000252854
DNAJC8	ENST00000263697
PUF60	ENST00000349157
HABP4	ENST00000375249
NCDN	ENST00000373243
EXOSC2	ENST00000372352
NCS1	ENST00000372398
NOMO1	ENST00000287667
ITGB3BP	ENST00000271002
CAPN6	ENST00000324068
TDRD7	ENST00000355295
CBX6	ENST00000216083
NPTXR	ENST00000333039
TRAM1	ENST00000262213
CAPN7	ENST00000253693
ETHE1	ENST00000292147
QPRT	ENST00000395384
SEC11A	ENST00000268220
SEC61G	ENST00000352861
PES1	ENST00000354694
TGDS	ENST00000261296
RTCB	ENST00000216038
RASD2	ENST00000216127
SMUG1	ENST00000508394
VSIG2	ENST00000326621
TMEM50A	ENST00000374358
DDX58	ENST00000379883
KLHDC2	ENST00000298307
CARHSP1	ENST00000396593
PDSS1	ENST00000376215
LEMD3	ENST00000308330
HEBP2	ENST00000607197
ORC6	ENST00000219097
OPN3	ENST00000366554
AMACR	ENST00000335606
CORO1C	ENST00000261401
DAPK2	ENST00000457488
EDC4	ENST00000358933
PPP1R15A	ENST00000200453
SLC7A11	ENST00000280612
SMPX	ENST00000379494
CADM1	ENST00000452722
FRRS1L	ENST00000561981
EID1	ENST00000530028
PISD	ENST00000266095
IL17RA	ENST00000319363
MTCH1	ENST00000373616
MTCH2	ENST00000302503
CLDN15	ENST00000308344
FJX1	ENST00000317811
ZNF318	ENST00000361428
TBC1D22A	ENST00000337137
ZNF324	ENST00000196482
TNFAIP8	ENST00000504771
SULT4A1	ENST00000330884
RAB26	ENST00000210187
LCE2B	ENST00000368780
CLEC4E	ENST00000299663
OPTC	ENST00000367222
NKX2-8	ENST00000258829
CNTN5	ENST00000524871
HIBCH	ENST00000359678
SACS	ENST00000382298
GAPDHS	ENST00000222286
HSPB8	ENST00000281938
GNL3	ENST00000418458
FAM162A	ENST00000477892
LHX6	ENST00000394319
SRPK3	ENST00000370101
AKAP8L	ENST00000397410
RNF11	ENST00000242719
GPR160	ENST00000355897
REPIN1	ENST00000425389
FETUB	ENST00000265029
KCNV1	ENST00000297404
BEX3	ENST00000299872
ATP2C1	ENST00000428331
ZBTB32	ENST00000262630
ACAD8	ENST00000281182
PKD2L2	ENST00000290431
DIEXF	ENST00000491415
PELP1	ENST00000572293
SND1	ENST00000354725
ANKRD1	ENST00000371697
GHITM	ENST00000372134
DAPP1	ENST00000512369
VPS41	ENST00000310301
NEK6	ENST00000320246
LAMP3	ENST00000265598
TSPAN13	ENST00000262067
LYPD3	ENST00000244333
UQCRQ	ENST00000378670
CACNG4	ENST00000262138
CCT8L2	ENST00000359963
TRAPPC3	ENST00000373166
TAF5L	ENST00000258281
CLUL1	ENST00000400606
CACYBP	ENST00000367679
EIF2AK1	ENST00000199389
ZBTB11	ENST00000312938
BBC3	ENST00000439096
DKKL1	ENST00000221498
DKK4	ENST00000220812
DKK2	ENST00000285311
AFF4	ENST00000265343
HSPB7	ENST00000311890
INVS	ENST00000262457
CPNE7	ENST00000268720
MORC1	ENST00000232603
CIDEB	ENST00000258807
PALD1	ENST00000263563
IL20RA	ENST00000316649
RSPH14	ENST00000216036
NDOR1	ENST00000344894
SLC39A1	ENST00000310483
IL36B	ENST00000259213
IL37	ENST00000263326
IL36A	ENST00000259211
SIGLEC9	ENST00000250360
SIGLEC8	ENST00000321424
IL17B	ENST00000261796
TUBGCP4	ENST00000564079
SERP1	ENST00000239944
ARFIP1	ENST00000405727
ARHGEF16	ENST00000378378
SIT1	ENST00000259608
TNFRSF21	ENST00000296861
CHMP2A	ENST00000312547
SESN1	ENST00000436639
RNF115	ENST00000369291
PDCD4	ENST00000280154
KLHL20	ENST00000209884
CSDC2	ENST00000306149
CNTN6	ENST00000350110
LSM1	ENST00000311351
LSM3	ENST00000306024
TINAG	ENST00000259782
SULT1B1	ENST00000310613
TEKT2	ENST00000207457
SRPX2	ENST00000373004
VENTX	ENST00000325980
RBMXL2	ENST00000306904
RND1	ENST00000309739
SPINK4	ENST00000379721
R3HCC1L	ENST00000298999
DIMT1	ENST00000199320
SMPDL3B	ENST00000373894
DHDH	ENST00000221403
PDLIM3	ENST00000284770
TP53TG5	ENST00000372726
CRCP	ENST00000395326
ADAMDEC1	ENST00000256412
ZNF544	ENST00000269829
BMP10	ENST00000295379
MOCS3	ENST00000244051
HPGDS	ENST00000295256
ZNF330	ENST00000262990
RAB30	ENST00000533486
FOXP2	ENST00000408937
TNRC6A	ENST00000395799
ANGPTL3	ENST00000371129
RPS6KA6	ENST00000262752
ZNF638	ENST00000264447
GOLIM4	ENST00000470487
HTATSF1	ENST00000218364
UBE2S	ENST00000264552
PRPF19	ENST00000227524
UTP20	ENST00000261637
RABGEF1	ENST00000510829
KCNMB4	ENST00000258111
TOR1B	ENST00000259339
APOBEC3C	ENST00000361441
SERHL2	ENST00000327678
PCLO	ENST00000423517
KIR2DS1	ENST00000576413
KIR2DS5	ENST00000575450
CNOT3	ENST00000221232
UBP1	ENST00000283629
ZNF229	ENST00000588931
ZNF232	ENST00000250076
MYBBP1A	ENST00000381556
SH3BP4	ENST00000392011
TMOD3	ENST00000308580
CARD10	ENST00000251973
TFCP2L1	ENST00000263707
TRPM5	ENST00000155858
LHX3	ENST00000371746
OR1A1	ENST00000304094
OR1D5	ENST00000575751
BCAR1	ENST00000162330
GALNT5	ENST00000259056
ZKSCAN5	ENST00000394170
ARFGAP3	ENST00000263245
HEYL	ENST00000372852
LATS2	ENST00000382592
TMEM97	ENST00000226230
STRN3	ENST00000355683
SCHIP1	ENST00000337808
A1CF	ENST00000373997
RHOD	ENST00000308831
SLC39A2	ENST00000298681
SLC2A8	ENST00000373371
OBP2B	ENST00000372034
OBP2A	ENST00000371776
LMCD1	ENST00000157600
ERO1A	ENST00000395686
SLC40A1	ENST00000261024
HUNK	ENST00000270112
SOX8	ENST00000293894
VSX1	ENST00000376709
PLA2G2E	ENST00000375116
KCNIP2	ENST00000356640
CXXC1	ENST00000285106
ZNF354C	ENST00000315475
DNTTIP2	ENST00000436063
SOCS7	ENST00000577233
MAGED2	ENST00000375058
EHD3	ENST00000322054
EHD2	ENST00000263277
PIK3R4	ENST00000356763
CDR2L	ENST00000337231
TAX1BP3	ENST00000225525
HERC3	ENST00000402738
UBXN4	ENST00000272638
CYFIP1	ENST00000313077
MDN1	ENST00000428876
FAM120A	ENST00000277165
FAF2	ENST00000261942
PSME4	ENST00000404125
ATP11B	ENST00000323116
CRYGA	ENST00000304502
BRINP1	ENST00000265922
GRIK4	ENST00000438375
HOXC4	ENST00000303406
HOXD4	ENST00000306324
VWA5A	ENST00000392748
MEA1	ENST00000244711
S100A6	ENST00000368719
NPHS2	ENST00000367615
TAAR2	ENST00000275191
MAD2L1BP	ENST00000372171
ARHGEF10	ENST00000349830
ZNF592	ENST00000560079
SH3PXD2A	ENST00000355946
MICAL2	ENST00000256194
CTR9	ENST00000361367
PPM1F	ENST00000263212
RALGPS1	ENST00000259351
MTFR1	ENST00000262146
PLCH2	ENST00000378486
TTC37	ENST00000358746
TTLL4	ENST00000392102
MDC1	ENST00000376406
ZNF516	ENST00000443185
LPIN2	ENST00000261596
KIAA0430	ENST00000396368
DZIP3	ENST00000361582
SAFB2	ENST00000252542
ZNF432	ENST00000221315
IPO13	ENST00000372343
WSCD2	ENST00000547525
SDC3	ENST00000339394
SLC25A44	ENST00000359511
KIAA0040	ENST00000423313
TTI1	ENST00000373448
PPIP5K1	ENST00000360301
PHF14	ENST00000403050
FAM53B	ENST00000337318
DEPDC5	ENST00000400249
KDM4A	ENST00000372396
LRRC14	ENST00000292524
CLINT1	ENST00000411809
VGLL4	ENST00000273038
GREB1	ENST00000381486
NUP93	ENST00000308159
BZW1	ENST00000409600
UBE3C	ENST00000348165
KIAA0391	ENST00000250377
EMC2	ENST00000220853
EDEM1	ENST00000256497
CROCC	ENST00000375541
PPP6R2	ENST00000359139
CEP57	ENST00000325542
KIAA0100	ENST00000528896
DHX34	ENST00000328771
ST18	ENST00000276480
ULK2	ENST00000395544
KIAA0355	ENST00000299505
USP6NL	ENST00000609104
DOCK10	ENST00000258390
FAM131B	ENST00000409222
AQR	ENST00000156471
SEC14L5	ENST00000251170
ECE2	ENST00000402825
ADAMTSL2	ENST00000393060
CCDC144A	ENST00000360524
GPRIN2	ENST00000572702
GPRIN2	ENST00000374317
NOS1AP	ENST00000361897
TMEM63A	ENST00000366835
ZNF646	ENST00000300850
RAB11FIP3	ENST00000262305
SECISBP2L	ENST00000261847
KIAA0408	ENST00000483725
DCAF1	ENST00000566027
CEP104	ENST00000378230
DOCK4	ENST00000437633
SART3	ENST00000228284
KNTC1	ENST00000333479
USP34	ENST00000398571
GPRASP1	ENST00000361600
CCP110	ENST00000396212
SETD1A	ENST00000262519
LAPTM4A	ENST00000175091
IFT140	ENST00000426508
ARHGAP32	ENST00000392657
ACAP1	ENST00000158762
ZNF536	ENST00000355537
CLSTN3	ENST00000266546
TCAF1	ENST00000479870
SLK	ENST00000369755
PHACTR2	ENST00000427704
SNPH	ENST00000381873
STARD8	ENST00000252336
TBKBP1	ENST00000361722
KMT2B	ENST00000420124.2
FRMPD4	ENST00000380682
TOX	ENST00000361421
MLEC	ENST00000228506
KIAA0513	ENST00000258180
ZFYVE16	ENST00000338008
SUSD6	ENST00000342745
JADE3	ENST00000218343
RASSF2	ENST00000379400
TMEM94	ENST00000314256
BCLAF1	ENST00000531224
EIF4A3	ENST00000269349
ATG13	ENST00000524625
TM9SF4	ENST00000398022
KIAA0232	ENST00000307659
TBC1D5	ENST00000253692
RNF144A	ENST00000320892
RIMS3	ENST00000372684
SNX17	ENST00000233575
KIAA0586	ENST00000261244
DLGAP5	ENST00000247191
MTSS1	ENST00000518547
SPCS2	ENST00000263672
BMS1	ENST00000374518
PTDSS1	ENST00000517309
SERTAD2	ENST00000313349
CKAP5	ENST00000312055
MAML1	ENST00000292599
SNX19	ENST00000265909
PHYHIP	ENST00000454243
TATDN2	ENST00000287652
IST1	ENST00000329908
DHCR24	ENST00000371269
MRPL19	ENST00000393909
DAZAP2	ENST00000449723
TOMM20	ENST00000366607
SCRN1	ENST00000242059
AGAP2	ENST00000257897
RNF40	ENST00000324685
CTIF	ENST00000256413
KIAA0141	ENST00000432126
EFCAB14	ENST00000371933
SFI1	ENST00000432498
URB2	ENST00000258243
TSC22D2	ENST00000361875
CUL7	ENST00000535468
RB1CC1	ENST00000025008
ARMCX2	ENST00000328766
ARHGAP11A	ENST00000361627
ARHGEF11	ENST00000361409
ARHGEF17	ENST00000263674
TRIM14	ENST00000341469
ZNF623	ENST00000501748
JAKMIP2	ENST00000265272
MELK	ENST00000298048
LCMT2	ENST00000305641
ZEB2	ENST00000558170
ZBTB24	ENST00000230122
PLEKHM1	ENST00000430334
PCNX2	ENST00000258229
C2CD5	ENST00000333957
ZNF518A	ENST00000572626
KIAA0753	ENST00000361413
EPM2AIP1	ENST00000322716
C2CD2L	ENST00000336702
FARP2	ENST00000264042
KIAA0319	ENST00000378214
CEP350	ENST00000367607
PPP1R26	ENST00000356818
CEP170	ENST00000366542
LRIG2	ENST00000361127
PSMD6	ENST00000295901
MED24	ENST00000394128
TRIM66	ENST00000299550
PJA2	ENST00000361189
TOMM70	ENST00000284320
SEC24D	ENST00000379735
FCHSD2	ENST00000409418
URB1	ENST00000382751
CDC42BPA	ENST00000366767
ZC3H11A	ENST00000367212
TOX4	ENST00000262709
DDX46	ENST00000452510
ZBTB39	ENST00000300101
TRANK1	ENST00000301807
TBC1D4	ENST00000377636
LRRC37A	ENST00000320254
OSBPL2	ENST00000358053
ZBED4	ENST00000216268
NUAK1	ENST00000261402
TECPR2	ENST00000359520
FIG4	ENST00000230124
KIAA0196	ENST00000318410
UBAP2L	ENST00000428931
SV2B	ENST00000394232
SRGAP3	ENST00000383836
KLHL21	ENST00000377658
SGSM2	ENST00000268989
AP5Z1	ENST00000348624
DENND4B	ENST00000361217
TMCC2	ENST00000358024
ARHGAP44	ENST00000379672
SUPT7L	ENST00000337768
ATP2C2	ENST00000262429
ARNT2	ENST00000303329
FAM20B	ENST00000263733
NCAPD2	ENST00000315579
SEC16A	ENST00000313050
KBTBD11	ENST00000320248
RNF10	ENST00000325954
IQSEC1	ENST00000273221
PAN2	ENST00000440411
ZBTB5	ENST00000307750
LPGAT1	ENST00000366997
MFN2	ENST00000235329
KIF14	ENST00000367350
JOSD1	ENST00000216039
HELZ	ENST00000358691
PUM3	ENST00000397885
P2RY14	ENST00000309170
CD302	ENST00000259053
DCLRE1A	ENST00000361384
ARHGAP25	ENST00000409030
ANAPC10	ENST00000309439
NSA2	ENST00000296802
N4BP2L2	ENST00000267068
FILIP1L	ENST00000383694
PDAP1	ENST00000350498
SCAF8	ENST00000367178
NLGN4Y	ENST00000355905
CEP162	ENST00000403245
ZNF652	ENST00000362063
ZFP30	ENST00000351218
RHOBTB3	ENST00000379982
COBLL1	ENST00000342193
RNF44	ENST00000274811
DLGAP4	ENST00000401952
RAB11FIP2	ENST00000355624
GLS	ENST00000320717
PPM1E	ENST00000308249
FRMPD1	ENST00000377765
DOLK	ENST00000372586
VASH1	ENST00000167106
ZNF507	ENST00000311921
AAK1	ENST00000409085
CPEB3	ENST00000265997
ADNP2	ENST00000262198
AGAP1	ENST00000336665
ANKRD26	ENST00000376087
LMTK2	ENST00000297293
NTNG1	ENST00000370074
CHSY1	ENST00000254190
ADGRL1	ENST00000361434
FNDC3A	ENST00000398316
ATG14	ENST00000247178
R3HDM2	ENST00000358907
SLITRK3	ENST00000241274
CNKSR2	ENST00000379510
FASTKD2	ENST00000236980
ZNF510	ENST00000223428
PPP6R1	ENST00000412770
NLGN1	ENST00000457714
DZIP1	ENST00000361396
PLEKHA6	ENST00000272203
ENPP4	ENST00000321037
INPP5F	ENST00000361976
MLXIP	ENST00000319080
TRAPPC8	ENST00000283351
MON1B	ENST00000248248
MORC2	ENST00000215862
ZHX2	ENST00000314393
ABLIM3	ENST00000309868
SPAST	ENST00000315285
FOXJ3	ENST00000361346
UBOX5	ENST00000217173
KIAA0907	ENST00000368321
BAHD1	ENST00000416165
DIS3	ENST00000377767
RPH3A	ENST00000389385
METTL13	ENST00000362019
CEP164	ENST00000278935
DENND3	ENST00000262585
CARD8	ENST00000520153
ARSG	ENST00000448504
RUFY3	ENST00000226328
SBNO2	ENST00000361757
EPN2	ENST00000314728
TRAK1	ENST00000341421
FAN1	ENST00000362065
WDR47	ENST00000369965
KIFAP3	ENST00000361580
EFR3B	ENST00000403714
TCF25	ENST00000263346
DIP2C	ENST00000280886
MAST1	ENST00000251472
PDCD11	ENST00000369797
ACIN1	ENST00000262710
SORCS3	ENST00000369701
SV2C	ENST00000502798
STXBP5L	ENST00000273666
MYH15	ENST00000273353
PCNX1	ENST00000304743
HMGXB3	ENST00000502717
CEP131	ENST00000269392
CEP152	ENST00000380950
LIMCH1	ENST00000313860
RIMS1	ENST00000521978
RALGAPA1	ENST00000389698
WDFY3	ENST00000295888
DAAM1	ENST00000395125
MAPKBP1	ENST00000457542
PLCH1	ENST00000334686
KLHDC10	ENST00000335420
RAB21	ENST00000261263
STK38L	ENST00000389032
SPEN	ENST00000375759
EXOSC7	ENST00000265564
PDZRN3	ENST00000263666
MYO16	ENST00000356711
KDM1A	ENST00000356634
RBM34	ENST00000366606
KDM4B	ENST00000159111
MAST3	ENST00000262811
USP33	ENST00000370793
DOPEY1	ENST00000349129
PHLPP2	ENST00000356272
ZNF292	ENST00000369577
WDTC1	ENST00000319394
XPO7	ENST00000252512
MYT1L	ENST00000399161
MON2	ENST00000393632
PDXDC1	ENST00000396410
POP1	ENST00000349693
FRYL	ENST00000358350
PDS5B	ENST00000315596
FNBP1	ENST00000446176
ZHX3	ENST00000540170
ENDOD1	ENST00000278505
KIAA0754	ENST00000530275
NMNAT2	ENST00000287713
PIKFYVE	ENST00000264380
ZNF609	ENST00000326648
TBC1D9B	ENST00000355235
GGA2	ENST00000309859
WAPL	ENST00000298767
SETX	ENST00000224140
EMC1	ENST00000477853
SETD1B	ENST00000267197
TRAK2	ENST00000332624
CMTR1	ENST00000373451
ERP44	ENST00000262455
HECW1	ENST00000395891
SWAP70	ENST00000318950
RRP1B	ENST00000340648
MYCBP2	ENST00000407578
VWA8	ENST00000379310
TLN2	ENST00000306829
AVL9	ENST00000318709
KDM4C	ENST00000381309
PPRC1	ENST00000278070
SLC8A2	ENST00000236877
EXPH5	ENST00000265843
PEG10	ENST00000482108
ZNF423	ENST00000561648
ZC3H13	ENST00000282007
ARHGAP26	ENST00000274498
TTLL5	ENST00000298832
SIPA1L3	ENST00000222345
KIF1B	ENST00000263934
CDK19	ENST00000368911
SARM1	ENST00000457710
MCF2L2	ENST00000328913
TBC1D2B	ENST00000300584
FSTL4	ENST00000265342
MRPS27	ENST00000261413
DDN	ENST00000421952
SPG20	ENST00000438666
CUL9	ENST00000252050
FAM179B	ENST00000361577
SMG1	ENST00000389467
TAB2	ENST00000538427
HIC2	ENST00000407464
CAMTA2	ENST00000348066
POGZ	ENST00000271715
COLGALT2	ENST00000361927
NPHP4	ENST00000378156
PLXND1	ENST00000324093
ATG2A	ENST00000377264
RAD54L2	ENST00000409535
PHF8	ENST00000338154
SMC5	ENST00000361138
N4BP3	ENST00000274605
MAST2	ENST00000361297
ZZEF1	ENST00000381638
ANKLE2	ENST00000357997
DCUN1D4	ENST00000381441
LRCH1	ENST00000389798
ZC3H3	ENST00000262577
ALMS1	ENST00000264448
FCHO1	ENST00000596536
FRMD4B	ENST00000398540
GRAMD4	ENST00000361034
CIC	ENST00000575354
CLCC1	ENST00000415331
TBC1D9	ENST00000442267
WDR43	ENST00000407426
SNX13	ENST00000428135
MPRIP	ENST00000395811
NUP205	ENST00000285968
STAB1	ENST00000321725
EFR3A	ENST00000254624
RTF1	ENST00000389629
SLC35D1	ENST00000235345
TTLL12	ENST00000216129
GPD1L	ENST00000282541
METAP1	ENST00000296411
ZCCHC14	ENST00000268616
CEP68	ENST00000377990
PASK	ENST00000234040
RGL1	ENST00000304685
RFTN1	ENST00000334133
DIP2A	ENST00000318711
PHF3	ENST00000393387
MESDC2	ENST00000261758
LARP4B	ENST00000316157
RCOR1	ENST00000262241
PHLDB1	ENST00000361417
KANK1	ENST00000382297
FAM168A	ENST00000356467
PMPCA	ENST00000371717
ARL6IP1	ENST00000304414
ACSBG1	ENST00000258873
TRIM9	ENST00000298355
PLEKHM2	ENST00000375799
MLC1	ENST00000311597
JMJD6	ENST00000397625
ZC3H4	ENST00000253048
RRS1	ENST00000320270
PRRC2C	ENST00000338920
TBC1D1	ENST00000261439
ZFR2	ENST00000262961
NBEAL2	ENST00000450053
FBXO28	ENST00000366862
DTX4	ENST00000227451
RRP12	ENST00000370992
ARHGEF9	ENST00000253401
SEL1L3	ENST00000399878
TBC1D12	ENST00000225235
EXOC6B	ENST00000272427
DNAJC9	ENST00000372950
SIK2	ENST00000304987
PLCB1	ENST00000338037
ARC	ENST00000356613
MYO1D	ENST00000318217
KIAA0922	ENST00000409663
COBL	ENST00000265136
ANKRD28	ENST00000399451
BOP1	ENST00000307404
KIAA0556	ENST00000261588
RPRD2	ENST00000369068
THSD7A	ENST00000423059
ATP11A	ENST00000375645
KIAA1024	ENST00000305428
OTUD3	ENST00000375120
ANKRD12	ENST00000262126
MTCL1	ENST00000359865
DENND5A	ENST00000328194
DDHD2	ENST00000397166
CAMTA1	ENST00000303635
PPIP5K2	ENST00000414217
EXOC7	ENST00000332065
DNMBP	ENST00000324109
FAM208A	ENST00000431842
PRUNE2	ENST00000376718
CLEC16A	ENST00000409790
POFUT2	ENST00000331343
CLUH	ENST00000435359
ARAP2	ENST00000303965
NUP160	ENST00000378460
ADGRF5	ENST00000265417
CSTF2T	ENST00000331173
ADGRL3	ENST00000545650
KIAA1107	ENST00000370378
WWC1	ENST00000265293
AGTPBP1	ENST00000376083
ANKS1A	ENST00000360359
CYLD	ENST00000311559
BICD2	ENST00000375512
ATMIN	ENST00000299575
EHBP1	ENST00000263991
WSCD1	ENST00000317744
KIF13B	ENST00000524189
UBR2	ENST00000372899
ACSL6	ENST00000296869
NEMP1	ENST00000379391
FKBP15	ENST00000238256
ICOSLG	ENST00000400379
SIN3B	ENST00000379803
NCAPD3	ENST00000534548
DMXL2	ENST00000251076
SATB2	ENST00000457245
CUX2	ENST00000261726
DNAJC13	ENST00000260818
ADCY6	ENST00000307885
RPGRIP1L	ENST00000379925
MAN2B2	ENST00000285599
KIAA1033	ENST00000332180
USP22	ENST00000261497
NEDD4L	ENST00000382850
SASH1	ENST00000367467
TBC1D30	ENST00000539867
CLASP1	ENST00000263710
DPY19L1	ENST00000310974
SZT2	ENST00000562955
WDR7	ENST00000254442
JADE2	ENST00000395003
VPS39	ENST00000318006
DNAJC16	ENST00000375847
ESYT1	ENST00000394048
TRIM37	ENST00000262294
SMCHD1	ENST00000320876
DOCK9	ENST00000376460
PHF24	ENST00000242315
KHNYN	ENST00000553935
HAUS5	ENST00000203166
VPS8	ENST00000287546
ANGEL1	ENST00000251089
USP24	ENST00000294383
FAM189A1	ENST00000261275
FNBP4	ENST00000263773
PSD3	ENST00000327040
OBSL1	ENST00000404537
KIAA1109	ENST00000388738
ARHGEF12	ENST00000397843
KIAA0895	ENST00000317020
LARP1	ENST00000336314
PPP1R13B	ENST00000202556
PUM2	ENST00000338086
ARHGEF18	ENST00000319670
ARHGEF4	ENST00000326016
FEM1B	ENST00000306917
UFL1	ENST00000369278
RRP8	ENST00000254605
ICE1	ENST00000296564
SRGAP2	ENST00000573034
SMG5	ENST00000361813
MAU2	ENST00000392313
SPECC1L	ENST00000314328
NCSTN	ENST00000294785
NUDCD3	ENST00000355451
MED13L	ENST00000281928
ZDHHC17	ENST00000426126
ASXL1	ENST00000375687
ADNP	ENST00000396029
LARS2	ENST00000265537
NCAPH	ENST00000240423
PPWD1	ENST00000261308
CTDNEP1	ENST00000318988
ZFYVE26	ENST00000347230
RIMBP2	ENST00000261655
TMEM131	ENST00000186436
GLTSCR1L	ENST00000394168
LRRC8B	ENST00000439853
TTC9	ENST00000256367
POFUT1	ENST00000375749
KCTD2	ENST00000322444
NUP188	ENST00000372577
SUZ12	ENST00000322652
MORC3	ENST00000400485
SKIV2L2	ENST00000230640
R3HDM1	ENST00000264160
ELP5	ENST00000396627
LY96	ENST00000284818
BCL2L13	ENST00000317582
PANX1	ENST00000227638
C22orf31	ENST00000216071
C22orf24	ENST00000248984
CBY1	ENST00000216029
SUN2	ENST00000216064
DSTYK	ENST00000367162
VPS13D	ENST00000358136
BRI3	ENST00000297290
SAMM50	ENST00000350028
FAM19A5	ENST00000358295
HECTD1	ENST00000399332
COG4	ENST00000323786
MOB4	ENST00000323303
YIPF3	ENST00000372422
ANAPC13	ENST00000354910
NPDC1	ENST00000371601
PARM1	ENST00000307428
ZNF10	ENST00000248211
TECPR1	ENST00000447648
ARMC8	ENST00000481646
DCAF12	ENST00000361264
BRMS1	ENST00000359957
WHRN	ENST00000362057
ABHD14A	ENST00000273596
EP400	ENST00000389561
SUMF2	ENST00000434526
NEPRO	ENST00000314400
MPC2	ENST00000367846
LETMD1	ENST00000262055
SPEF1	ENST00000379756
MXRA5	ENST00000217939
DCAF13	ENST00000297579
TMEM186	ENST00000333050
AASDHPPT	ENST00000278618
POLR1A	ENST00000409681
POC1A	ENST00000296484
ABI3BP	ENST00000284322
PAMR1	ENST00000278360
TRIM58	ENST00000366481
METTL21B	ENST00000300209
INTS7	ENST00000366994
RNF19A	ENST00000519449
RCHY1	ENST00000451788
CCDC28A	ENST00000332797
MTHFD1L	ENST00000367321
OLFML2B	ENST00000294794
CNOT10	ENST00000328834
TMEM158	ENST00000503771
AHCTF1	ENST00000326225
CAMSAP1	ENST00000389532
DPCD	ENST00000370151
C1orf43	ENST00000350592
THUMPD3	ENST00000345094
NELFB	ENST00000343053
ZDHHC5	ENST00000287169
MTMR9	ENST00000221086
ATL3	ENST00000398868
MYRIP	ENST00000302541
ZNF521	ENST00000361524
NOL11	ENST00000253247
CNRIP1	ENST00000263655
SOSTDC1	ENST00000307068
PTPN23	ENST00000265562
NIPSNAP3A	ENST00000374767
RAB11FIP5	ENST00000258098
NSL1	ENST00000366977
WWTR1	ENST00000360632
HEATR5A	ENST00000543095
SAMHD1	ENST00000262878
FAM98A	ENST00000403368
TPGS2	ENST00000334295
SIN3A	ENST00000394949
NECTIN3	ENST00000485303
ZNF385A	ENST00000394313
KBTBD2	ENST00000304056
SYF2	ENST00000236273
RWDD3	ENST00000370202
PNKD	ENST00000273077
SEC31B	ENST00000370345
C15orf39	ENST00000394987
KANK2	ENST00000355150
KIAA1429	ENST00000297591
TMEM87A	ENST00000389834
C2CD2	ENST00000380486
MMACHC	ENST00000401061
EGFL6	ENST00000361306
TIPARP	ENST00000295924
NECAP1	ENST00000339754
DHRS7B	ENST00000395511
AAR2	ENST00000373932
DNAH1	ENST00000420323
CRELD1	ENST00000383811
TSKU	ENST00000333090
HINFP	ENST00000350777
REXO2	ENST00000265881
IBTK	ENST00000306270
CLIP3	ENST00000360535
TBC1D10B	ENST00000409939
RNF167	ENST00000262482
MOXD1	ENST00000367963
C2CD3	ENST00000313663
POLR2M	ENST00000299638
TKFC	ENST00000394900
ZZZ3	ENST00000370801
SPATS2L	ENST00000358677
NSMF	ENST00000265663
RPAP1	ENST00000304330
LRIG1	ENST00000273261
UPF2	ENST00000357604
TMEM98	ENST00000579849
PTCD1	ENST00000292478
ACOT11	ENST00000371316
OSBPL3	ENST00000313367
SUSD5	ENST00000309558
GLCE	ENST00000261858
SIPA1L1	ENST00000555818
CHD5	ENST00000262450
SETBP1	ENST00000282030
OPA1	ENST00000392438
UBXN7	ENST00000296328
LRRTM2	ENST00000274711
LTN1	ENST00000389194
FAM169A	ENST00000389156
SLITRK5	ENST00000325089
PPP1R16B	ENST00000299824
DNM3	ENST00000358155
AUTS2	ENST00000342771
SENP6	ENST00000447266
ERC2	ENST00000288221
RAI14	ENST00000265109
LSM14A	ENST00000544216
POLDIP2	ENST00000540200
CFAP61	ENST00000245957
SAMD4A	ENST00000392067
TBC1D29	ENST00000579181
ARHGEF26	ENST00000465093
KLK13	ENST00000595793
GPSM1	ENST00000392945
PGM3	ENST00000513973
HERC4	ENST00000373700
TOR1AIP1	ENST00000528443
CCDC9	ENST00000221922
